gene,spearman_rho,wald_p,wald_q,log2fc_max_min,is_progression_coupled,lineage
ZBTB20-AS1,0.006018144173191213,0.25209745790389126,0.47815407949683114,9.476507,False,Kupffer
ZBTB20-AS2,0.03131892549572017,2.499519636553376e-09,2.730487906766536e-08,12.536751,False,Kupffer
ZBTB20-AS3,-0.007477273603389231,0.1547497482688648,0.3490717025572411,7.571186,False,Kupffer
ZBTB20-AS4,0.01154570940542475,0.02800372673952477,0.10111805931468568,10.24874,False,Kupffer
ZEB2-AS1,-0.017123328115041758,0.0011187398938624818,0.006269302132489102,0.58301425,False,Kupffer
ZFAS1,-0.20139078296651988,0.0,0.0,0.8896761,False,Kupffer
ZFAT-AS1,,1.0,1.0,0.0,False,Kupffer
ZFX-AS1,-0.0025585650186999744,0.6263302788929913,0.8553324125796199,8.878892,False,Kupffer
ZFY-AS1,-0.005283640244246246,0.31466122801340474,0.5564603274089513,2.2829046,False,Kupffer
ZMIZ1-AS1,0.0037968811087074382,0.46995444846274115,0.7140329032101155,2.453251,False,Kupffer
ZMYM4-AS1,-0.0033306266462961856,0.5261959519619225,0.7709798073737506,8.2545,False,Kupffer
ZMYND10-AS1,,1.0,1.0,0.0,False,Kupffer
ZNF197-AS1,,1.0,1.0,0.0,False,Kupffer
ZNF252P-AS1,0.00054959153004865,0.9167028417469444,1.0,2.6648564,False,Kupffer
ZNF286B,0.004330243434530938,0.4099089590932748,0.6515075391500483,3.2394838,False,Kupffer
ZNF295-AS1,0.0077037023724565844,0.14263613353442925,0.33001335989333097,8.586177,False,Kupffer
ZNF32-AS1,0.004132428820801658,0.43162790449024846,0.6797726884843687,8.135516,False,Kupffer
ZNF32-AS2,0.01245147974977293,0.017806286150419605,0.06894243951794393,9.745359,False,Kupffer
ZNF337-AS1,0.01566967165695608,0.002862425033320202,0.013882090236244484,2.0662298,False,Kupffer
ZNF503-AS1,0.017507318277108875,0.0008625001756869924,0.0049293884213104265,10.118028,False,Kupffer
ZNF571-AS1,0.005183617088545747,0.3239101114495292,0.5681594028067961,9.451864,False,Kupffer
ZNF630-AS1,0.011270478577722256,0.03196465575151516,0.11352056754550445,9.052419,False,Kupffer
ZNF667-AS1,0.04047056106197507,1.3110202915537916e-14,2.0203759135909325e-13,4.2765794,False,Kupffer
ZNF674-AS1,-0.016351383611934216,0.0018589127211476374,0.00972267683848734,1.6554742,False,Kupffer
ZNF781,0.03296528771560427,3.4955543844449925e-10,4.022217911701372e-09,12.279442,False,Kupffer
ZNRF3-AS1,0.001955030397090281,0.7098595341647188,0.9310163799151252,1.6010742,False,Kupffer
ZRANB2-AS1,0.007271186248416157,0.16644026613043075,0.36687265434931143,7.905361,False,Kupffer
ZSCAN16-AS1,-0.017482987774759644,0.0008769641811386358,0.004979079528438439,0.60832953,False,Kupffer
